gene_id;gene_common;TATA_cen_pos;RNA.class;chrom;IIB_coor;TSS;strand;TATA_coor;mismatch;TBP;IIA;IIB;IID;IIE;IIF;IIH;IIK;Pol.II;gene_class_1;gene_class_2
YOR367W;SCP1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YOR368W;RAD17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YOR369C;RPS12;918;mRNA;chr15;1028734;1028713;C;1028769;0_mis;356;643;6759;1763;5681;1515;1089;5542;291;TATA-containing;TAF1-enriched
YOR370C;MRS6;913;mRNA;chr15;1031314;1031385;C;1031353;1_mis;58;54;305;134;308;108;86;323;73;TATA-less;TAF1-depleted
YOR371C;GPB1;835;mRNA;chr15;1034335;1034305;C;1034396;1_mis;34;64;156;185;368;128;128;297;64;TATA-less;TAF1-enriched
YOR372C;NDD1;947;mRNA;chr15;1036553;1036537;C;1036588;2_mis;98;72;522;421;633;247;274;747;81;TATA-less;TAF1-enriched
YOR373W;NUD1;967;mRNA;chr15;1036760;1036765;W;1036741;1_mis;32;83;244;219;262;115;83;320;47;TATA-less;TAF1-enriched
YOR374W;ALD4;914;mRNA;chr15;1039729;1039773;W;1039712;0_mis;29;48;143;53;221;138;54;222;39;TATA-containing;TAF1-depleted
YOR375C;GDH1;918;mRNA;chr15;1043149;1043113;C;1043186;0_mis;61;42;885;90;1066;332;125;986;107;TATA-containing;TAF1-depleted
YOR377W;ATF1;983;mRNA;chr15;1046204;1046157;W;1046174;1_mis;10;49;80;104;56;15;34;69;42;TATA-less;TAF1-enriched
YOR380W;RDR1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YOR382W;FIT2;635;mRNA;chr15;1059180;1059205;W;1059155;2_mis;21;78;163;155;217;93;46;251;35;TATA-less;TAF1-enriched
YOR383C;FIT3;940;mRNA;chr15;1061142;1061240;C;1061160;1_mis;11;151;334;36;59;20;118;93;34;TATA-less;TAF1-depleted
YOR384W;FRE5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YOR385W;YOR385W;972;mRNA;chr15;1064999;1064965;W;1064983;0_mis;33;175;137;120;141;51;75;166;54;TATA-containing;TAF1-enriched
YOR386W;PHR1;NA;mRNA;chr15;1066800;1066805;W;0;3_mis;9;59;73;106;130;54;40;75;28;TATA-less;TAF1-enriched
YOR388C;FDH1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YOR389W;YOR389W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YOR390W;FEX1;947;mRNA;chr15;1076713;1076707;W;1076698;1_mis;10;27;162;19;435;179;33;418;6;TATA-less;TAF1-depleted
YPL001W;HAT1;879;mRNA;chr16;554536;554575;W;554474;1_mis;33;97;261;236;326;121;67;342;48;TATA-less;TAF1-enriched
YPL002C;SNF8;939;mRNA;chr16;554370;554363;C;554414;2_mis;30;81;243;296;284;118;71;291;35;TATA-less;TAF1-enriched
YPL003W;ULA1;918;mRNA;chr16;551960;551991;W;551932;2_mis;21;46;247;189;239;87;127;190;22;TATA-less;TAF1-enriched
YPL004C;LSP1;936;mRNA;chr16;551744;551723;C;551776;0_mis;91;117;498;127;613;216;173;564;60;TATA-containing;TAF1-depleted
YPL005W;AEP3;914;mRNA;chr16;548420;548408;W;548383;2_mis;23;44;222;126;229;110;107;278;66;TATA-less;TAF1-enriched
YPL006W;NCR1;900;mRNA;chr16;544507;544583;W;544510;1_mis;22;138;113;121;200;111;68;183;27;TATA-less;TAF1-depleted
YPL007C;TFC8;981;mRNA;chr16;543875;543883;C;543908;0_mis;9;69;139;91;123;58;41;124;28;TATA-containing;TAF1-enriched
YPL008W;CHL1;957;mRNA;chr16;539155;539135;W;539102;1_mis;25;70;222;98;212;122;75;243;43;TATA-less;TAF1-enriched
YPL009C;RQC2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL010W;RET3;964;mRNA;chr16;534977;534935;W;534923;2_mis;62;142;343;239;400;212;170;472;89;TATA-less;TAF1-enriched
YPL011C;TAF3;943;mRNA;chr16;534761;534755;C;534788;2_mis;20;116;265;224;511;185;179;578;74;TATA-less;TAF1-enriched
YPL012W;RRP12;938;mRNA;chr16;529589;529599;W;529547;2_mis;33;70;372;121;584;185;133;508;56;TATA-less;TAF1-enriched
YPL013C;MRPS16;953;mRNA;chr16;529390;529403;C;529418;1_mis;54;110;457;196;458;166;181;354;46;TATA-less;TAF1-enriched
YPL014W;CIP1;919;mRNA;chr16;527474;527519;W;527443;0_mis;13;70;154;109;283;108;81;207;68;TATA-containing;TAF1-depleted
YPL015C;HST2;923;mRNA;chr16;526980;526939;C;527010;2_mis;34;112;185;251;256;106;127;231;40;TATA-less;TAF1-enriched
YPL017C;IRC15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL018W;CTF19;943;mRNA;chr16;517610;517615;W;517584;0_mis;43;94;510;169;315;143;156;336;142;TATA-containing;TAF1-enriched
YPL019C;VTC3;919;mRNA;chr16;517190;517163;C;517228;1_mis;159;225;1802;432;1652;544;738;1557;160;TATA-less;TAF1-depleted
YPL020C;ULP1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL022W;RAD1;924;mRNA;chr16;506580;506615;W;506546;2_mis;38;108;268;202;310;114;132;252;40;TATA-less;TAF1-enriched
YPL023C;MET12;990;mRNA;chr16;506413;506451;C;506447;2_mis;44;102;203;94;179;87;66;169;41;TATA-less;TAF1-enriched
YPL024W;RMI1;958;mRNA;chr16;503446;503311;W;503428;2_mis;26;43;129;142;167;71;70;114;40;TATA-less;TAF1-enriched
YPL026C;SKS1;937;mRNA;chr16;502253;502251;C;502308;0_mis;23;61;275;145;396;121;69;417;51;TATA-containing;TAF1-depleted
YPL028W;ERG10;932;mRNA;chr16;498003;497983;W;497970;0_mis;63;128;834;166;667;237;202;644;90;TATA-containing;TAF1-depleted
YPL029W;SUV3;972;mRNA;chr16;495488;495455;W;495465;1_mis;20;29;118;152;122;48;69;138;47;TATA-less;TAF1-enriched
YPL030W;TRM44;965;mRNA;chr16;493474;493479;W;493454;2_mis;25;31;243;134;294;144;97;325;41;TATA-less;TAF1-enriched
YPL031C;PHO85;972;mRNA;chr16;493076;493075;C;493090;1_mis;47;161;240;138;359;138;135;340;82;TATA-less;TAF1-enriched
YPL032C;SVL3;935;mRNA;chr16;491600;491563;C;491625;2_mis;54;98;753;254;549;216;203;632;76;TATA-less;TAF1-enriched
YPL034W;YPL034W;842;mRNA;chr16;486217;486375;W;486226;1_mis;17;28;93;79;122;63;10;140;21;TATA-less;TAF1-enriched
YPL036W;PMA2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL037C;EGD1;1020;mRNA;chr16;481914;482011;C;481940;2_mis;72;134;1050;340;757;314;258;720;101;TATA-less;TAF1-enriched
YPL038W;MET31;927;mRNA;chr16;480463;480423;W;480431;2_mis;31;55;170;119;261;89;124;262;58;TATA-less;TAF1-enriched
YPL039W;YPL039W;981;mRNA;chr16;479218;479167;W;479187;1_mis;9;84;97;122;123;71;65;106;38;TATA-less;TAF1-enriched
YPL040C;ISM1;959;mRNA;chr16;479031;479075;C;479057;1_mis;23;58;124;109;174;82;83;159;17;TATA-less;TAF1-enriched
YPL041C;MRX11;937;mRNA;chr16;475780;475813;C;475804;1_mis;21;23;98;147;113;52;81;121;115;TATA-less;TAF1-enriched
YPL042C;SSN3;951;mRNA;chr16;474971;474947;C;475004;0_mis;27;58;206;68;242;86;44;229;47;TATA-containing;TAF1-enriched
YPL043W;NOP4;963;mRNA;chr16;469857;469861;W;469851;2_mis;34;78;362;119;404;156;66;437;76;TATA-less;TAF1-enriched
YPL045W;VPS16;959;mRNA;chr16;467158;467159;W;467122;1_mis;15;78;140;71;143;47;46;109;28;TATA-less;TAF1-enriched
YPL046C;ELC1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL047W;SGF11;949;mRNA;chr16;465851;465879;W;465831;1_mis;30;55;238;135;260;107;87;253;89;TATA-less;TAF1-enriched
YPL048W;CAM1;870;mRNA;chr16;464277;464311;W;464251;2_mis;50;49;332;180;355;133;123;331;47;TATA-less;TAF1-enriched
YPL049C;DIG1;810;mRNA;chr16;464003;463979;C;464027;2_mis;42;49;334;76;356;88;111;237;48;TATA-less;TAF1-depleted
YPL050C;MNN9;966;mRNA;chr16;462164;462179;C;462196;1_mis;50;42;243;250;453;154;90;428;130;TATA-less;TAF1-enriched
YPL051W;ARL3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL052W;OAZ1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL053C;KTR6;920;mRNA;chr16;458588;458531;C;458610;0_mis;37;67;334;87;349;146;64;408;28;TATA-containing;TAF1-depleted
YPL054W;LEE1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL055C;LGE1;944;mRNA;chr16;455010;455003;C;455050;2_mis;38;178;273;479;437;147;108;400;66;TATA-less;TAF1-enriched
YPL057C;SUR1;816;mRNA;chr16;453322;453307;C;453343;0_mis;91;111;509;101;568;211;127;550;114;TATA-containing;TAF1-depleted
YPL058C;PDR12;765;mRNA;chr16;450742;450675;C;450782;2_mis;38;81;292;108;182;94;136;278;27;TATA-less;TAF1-depleted
YPL059W;GRX5;923;mRNA;chr16;444492;444511;W;444454;2_mis;67;61;320;102;588;235;147;570;68;TATA-less;TAF1-enriched
YPL060W;MFM1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL061W;ALD6;911;mRNA;chr16;432499;432519;W;432461;0_mis;141;378;1890;202;2830;803;306;3006;201;TATA-containing;TAF1-depleted
YPL063W;TIM50;967;mRNA;chr16;429804;429807;W;429788;2_mis;45;61;292;104;360;165;118;363;58;TATA-less;TAF1-depleted
YPL064C;CWC27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL065W;VPS28;921;mRNA;chr16;427881;427895;W;427854;2_mis;19;35;163;94;159;56;51;152;75;TATA-less;TAF1-enriched
YPL066W;RGL1;1191;mRNA;chr16;426198;426031;W;426244;1_mis;18;76;181;54;262;92;80;209;79;TATA-less;TAF1-enriched
YPL067C;HTC1;931;mRNA;chr16;425964;425899;C;425967;0_mis;37;61;354;112;357;154;93;302;53;TATA-containing;TAF1-depleted
YPL068C;YPL068C;988;mRNA;chr16;425163;425168;C;425168;1_mis;56;12;232;98;253;106;62;325;58;TATA-less;TAF1-enriched
YPL069C;BTS1;930;mRNA;chr16;423966;423931;C;423988;2_mis;27;68;137;163;188;81;81;204;59;TATA-less;TAF1-enriched
YPL070W;MUK1;932;mRNA;chr16;420710;420735;W;420679;1_mis;26;41;232;118;222;99;76;234;39;TATA-less;TAF1-enriched
YPL071C;YPL071C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL072W;UBP16;886;mRNA;chr16;418308;418248;W;418269;1_mis;24;25;125;112;119;48;55;127;32;TATA-less;TAF1-enriched
YPL074W;YTA6;958;mRNA;chr16;415723;415711;W;415698;2_mis;34;66;190;186;243;112;216;239;90;TATA-less;TAF1-enriched
YPL075W;GCR1;1149;mRNA;chr16;412303;412176;W;412336;2_mis;124;84;865;153;892;311;345;762;108;TATA-less;TAF1-depleted
YPL076W;GPI2;937;mRNA;chr16;410303;410303;W;410240;1_mis;42;69;226;118;212;108;87;217;30;TATA-less;TAF1-enriched
YPL077C;YPL077C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL078C;ATP4;927;mRNA;chr16;408835;408811;C;408850;1_mis;68;138;401;214;472;152;136;565;68;TATA-less;TAF1-enriched
YPL079W;RPL21B;953;mRNA;chr16;406579;406591;W;406560;1_mis;209;361;2028;763;2184;721;511;2492;214;TATA-less;TAF1-enriched
YPL081W;RPS9A;920;mRNA;chr16;404853;404895;W;404835;1_mis;181;425;3178;886;3419;998;237;3884;177;TATA-less;TAF1-enriched
YPL082C;MOT1;921;mRNA;chr16;404277;404219;C;404299;0_mis;80;125;971;88;581;221;219;531;51;TATA-containing;TAF1-depleted
YPL083C;SEN54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL084W;BRO1;967;mRNA;chr16;394003;393935;W;393970;2_mis;16;69;149;177;249;98;84;199;65;TATA-less;TAF1-enriched
YPL085W;SEC16;937;mRNA;chr16;386892;386855;W;386873;2_mis;56;90;264;106;341;127;139;342;63;TATA-less;TAF1-depleted
YPL086C;ELP3;958;mRNA;chr16;386521;386491;C;386550;2_mis;21;80;248;232;223;105;67;243;34;TATA-less;TAF1-enriched
YPL087W;YDC1;924;mRNA;chr16;383260;383303;W;383229;2_mis;21;34;96;41;159;66;55;133;20;TATA-less;TAF1-depleted
YPL088W;YPL088W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL089C;RLM1;818;mRNA;chr16;381609;381547;C;381594;1_mis;38;69;359;74;419;177;161;421;56;TATA-less;TAF1-depleted
YPL090C;RPS6A;1020;mRNA;chr16;378460;378475;C;378442;0_mis;258;458;2743;1062;2770;790;557;3185;256;TATA-containing;TAF1-enriched
YPL091W;GLR1;939;mRNA;chr16;375424;375479;W;375395;1_mis;32;55;365;74;335;106;113;317;42;TATA-less;TAF1-depleted
YPL092W;SSU1;929;mRNA;chr16;373600;373639;W;373584;1_mis;42;71;320;103;373;172;169;463;68;TATA-less;TAF1-depleted
YPL093W;NOG1;984;mRNA;chr16;370924;370895;W;370923;0_mis;75;75;644;288;537;200;170;634;84;TATA-containing;TAF1-enriched
YPL094C;SEC62;965;mRNA;chr16;370706;370683;C;370710;0_mis;51;183;472;632;512;170;200;408;66;TATA-containing;TAF1-enriched
YPL095C;EEB1;930;mRNA;chr16;369512;369475;C;369538;0_mis;12;13;120;58;201;88;46;154;51;TATA-containing;TAF1-enriched
YPL096C-A;ERI1;1041;mRNA;chr16;366720;366807;C;366740;1_mis;26;33;79;76;95;69;60;80;49;TATA-less;TAF1-enriched
YPL096W;PNG1;964;mRNA;chr16;366902;366895;W;366881;1_mis;30;65;167;47;205;97;64;166;47;TATA-less;TAF1-enriched
YPL097W;MSY1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL098C;MGR2;976;mRNA;chr16;364793;364803;C;364802;2_mis;43;55;395;399;271;113;110;283;54;TATA-less;TAF1-enriched
YPL099C;INA17;972;mRNA;chr16;364125;364091;C;364116;1_mis;34;55;146;84;174;67;50;193;74;TATA-less;TAF1-enriched
YPL100W;ATG21;934;mRNA;chr16;361794;361839;W;361759;1_mis;21;61;82;112;137;53;48;125;125;TATA-less;TAF1-enriched
YPL101W;ELP4;940;mRNA;chr16;360138;360159;W;360116;2_mis;25;87;140;252;296;101;76;305;47;TATA-less;TAF1-enriched
YPL103C;FMP30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL104W;MSD1;1005;mRNA;chr16;355703;355663;W;355670;2_mis;12;57;116;131;122;30;69;88;27;TATA-less;TAF1-depleted
YPL105C;SYH1;NA;mRNA;chr16;355460;355435;C;0;3_mis;40;115;336;526;754;276;219;724;59;TATA-less;TAF1-enriched
YPL106C;SSE1;910;mRNA;chr16;352375;352347;C;352404;1_mis;200;146;2142;363;1105;405;235;1158;132;TATA-less;TAF1-enriched
YPL107W;DPC25;938;mRNA;chr16;349060;349041;W;349020;1_mis;23;77;112;83;139;72;56;125;70;TATA-less;TAF1-enriched
YPL108W;YPL108W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL109C;MCO76;924;mRNA;chr16;347509;347691;C;347536;1_mis;11;26;103;37;146;55;45;130;40;TATA-less;TAF1-enriched
YPL111W;CAR1;909;mRNA;chr16;339853;339893;W;339813;0_mis;54;194;956;51;892;276;250;933;99;TATA-containing;TAF1-depleted
YPL112C;PEX25;914;mRNA;chr16;338714;338705;C;338753;1_mis;28;71;333;110;313;124;75;331;44;TATA-less;TAF1-depleted
YPL113C;YPL113C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL115C;BEM3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL116W;HOS3;950;mRNA;chr16;329432;329413;W;329365;2_mis;27;5;220;35;157;57;40;140;37;TATA-less;TAF1-enriched
YPL117C;IDI1;891;mRNA;chr16;328916;328921;C;328932;2_mis;45;53;531;81;440;146;97;473;67;TATA-less;TAF1-depleted
YPL118W;MRP51;984;mRNA;chr16;326560;326525;W;326532;2_mis;32;58;182;113;151;71;45;132;75;TATA-less;TAF1-enriched
YPL119C;DBP1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL120W;VPS30;913;mRNA;chr16;322015;322053;W;321974;2_mis;23;52;105;216;195;87;72;169;28;TATA-less;TAF1-enriched
YPL122C;TFB2;931;mRNA;chr16;320827;320809;C;320856;2_mis;22;25;134;93;200;116;62;289;24;TATA-less;TAF1-enriched
YPL123C;RNY1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL124W;SPC29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL125W;KAP120;902;mRNA;chr16;313219;313245;W;313166;2_mis;35;40;338;185;344;120;121;388;68;TATA-less;TAF1-enriched
YPL126W;NAN1;961;mRNA;chr16;310169;310157;W;310141;2_mis;42;60;419;336;423;183;151;490;82;TATA-less;TAF1-enriched
YPL127C;HHO1;930;mRNA;chr16;309679;309649;C;309703;1_mis;22;99;242;132;490;175;122;446;41;TATA-less;TAF1-enriched
YPL128C;TBF1;951;mRNA;chr16;308324;308297;C;308351;1_mis;30;50;235;194;346;129;99;343;50;TATA-less;TAF1-enriched
YPL129W;TAF14;983;mRNA;chr16;305232;305221;W;305230;2_mis;46;58;359;249;327;130;135;371;59;TATA-less;TAF1-enriched
YPL131W;RPL5;602;mRNA;chr16;303053;303061;W;303015;1_mis;200;298;3290;1794;2580;805;561;2859;223;TATA-less;TAF1-enriched
YPL132W;COX11;963;mRNA;chr16;301587;301549;W;301559;2_mis;22;117;177;83;164;86;65;146;39;TATA-less;TAF1-depleted
YPL133C;RDS2;985;mRNA;chr16;301341;301433;C;301367;1_mis;17;35;105;33;116;35;33;61;38;TATA-less;TAF1-depleted
YPL134C;ODC1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL135W;ISU1;898;mRNA;chr16;297422;297453;W;297393;0_mis;87;321;1114;216;868;288;310;1035;81;TATA-containing;TAF1-depleted
YPL137C;GIP3;642;mRNA;chr16;297009;296929;C;297061;2_mis;12;71;108;80;105;46;37;86;32;TATA-less;TAF1-depleted
YPL138C;SPP1;961;mRNA;chr16;292490;292497;C;292515;1_mis;31;31;125;144;184;88;99;179;53;TATA-less;TAF1-enriched
YPL139C;UME1;968;mRNA;chr16;291093;291113;C;291133;2_mis;18;16;108;48;149;56;46;120;59;TATA-less;TAF1-enriched
YPL140C;MKK2;981;mRNA;chr16;289270;289265;C;289275;2_mis;20;18;177;73;174;93;43;190;44;TATA-less;TAF1-enriched
YPL141C;FRK1;933;mRNA;chr16;286344;286313;C;286368;1_mis;48;68;359;103;419;153;130;397;48;TATA-less;TAF1-depleted
YPL143W;RPL33A;939;mRNA;chr16;282081;282053;W;282038;2_mis;143;249;2513;715;2231;644;409;2636;214;TATA-less;TAF1-enriched
YPL144W;POC4;957;mRNA;chr16;280413;280445;W;280417;1_mis;51;106;353;164;411;159;207;361;67;TATA-less;TAF1-enriched
YPL145C;KES1;975;mRNA;chr16;279983;279969;C;280002;2_mis;86;149;621;173;866;316;256;989;85;TATA-less;TAF1-enriched
YPL147W;PXA1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL148C;PPT2;930;mRNA;chr16;272965;272961;C;272978;0_mis;27;85;241;109;258;115;98;238;51;TATA-containing;TAF1-depleted
YPL149W;ATG5;938;mRNA;chr16;271239;271237;W;271194;1_mis;27;54;167;106;178;78;92;192;39;TATA-less;TAF1-enriched
YPL151C;PRP46;854;mRNA;chr16;267745;267569;C;267705;1_mis;45;106;392;100;324;151;169;448;67;TATA-less;TAF1-depleted
YPL152W;RRD2;958;mRNA;chr16;264921;264901;W;264930;1_mis;15;88;133;121;209;87;47;224;42;TATA-less;TAF1-enriched
YPL154C;PEP4;938;mRNA;chr16;261226;261209;C;261250;0_mis;35;221;509;100;548;241;140;488;61;TATA-containing;TAF1-depleted
YPL155C;KIP2;931;mRNA;chr16;259417;259409;C;259440;1_mis;35;73;154;116;223;98;119;291;58;TATA-less;TAF1-enriched
YPL156C;PRM4;899;mRNA;chr16;256887;256841;C;256922;0_mis;43;116;576;59;424;170;130;350;83;TATA-containing;TAF1-enriched
YPL157W;TGS1;951;mRNA;chr16;254692;254677;W;254651;1_mis;32;124;286;143;313;152;141;358;38;TATA-less;TAF1-enriched
YPL158C;AIM44;937;mRNA;chr16;254404;254393;C;254437;0_mis;50;133;554;49;551;198;75;622;80;TATA-containing;TAF1-depleted
YPL159C;PET20;947;mRNA;chr16;251792;251785;C;251819;1_mis;36;109;300;180;313;114;134;285;76;TATA-less;TAF1-enriched
YPL160W;CDC60;884;mRNA;chr16;246875;246909;W;246813;2_mis;48;72;529;122;538;169;83;627;48;TATA-less;TAF1-enriched
YPL161C;BEM4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL162C;YPL162C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL163C;SVS1;921;mRNA;chr16;242792;242737;C;242805;1_mis;62;71;266;28;482;144;91;481;74;TATA-less;TAF1-depleted
YPL164C;MLH3;988;mRNA;chr16;241552;241545;C;241554;1_mis;18;22;59;69;146;65;73;113;119;TATA-less;TAF1-enriched
YPL166W;ATG29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL167C;REV3;931;mRNA;chr16;237174;237185;C;237216;1_mis;20;25;110;120;139;69;41;147;27;TATA-less;TAF1-enriched
YPL168W;MRX4;957;mRNA;chr16;231086;231069;W;231035;1_mis;42;110;238;115;286;124;90;288;43;TATA-less;TAF1-depleted
YPL169C;MEX67;931;mRNA;chr16;230912;230897;C;230937;1_mis;27;33;379;130;267;105;69;283;31;TATA-less;TAF1-depleted
YPL170W;DAP1;804;mRNA;chr16;228133;228205;W;228071;2_mis;26;76;169;72;194;94;65;241;35;TATA-less;TAF1-enriched
YPL171C;OYE3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL172C;COX10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL173W;MRPL40;894;mRNA;chr16;223052;223085;W;222997;2_mis;30;76;223;106;287;149;83;317;32;TATA-less;TAF1-depleted
YPL174C;NIP100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL175W;SPT14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL176C;TRE1;1013;mRNA;chr16;218384;218401;C;218371;1_mis;35;47;154;183;204;85;88;192;48;TATA-less;TAF1-enriched
YPL177C;CUP9;894;mRNA;chr16;214170;214137;C;214204;1_mis;96;385;1224;119;1027;324;364;986;62;TATA-less;TAF1-depleted
YPL178W;CBC2;958;mRNA;chr16;212077;212101;W;212062;1_mis;28;66;268;180;467;162;71;475;25;TATA-less;TAF1-enriched
YPL179W;PPQ1;942;mRNA;chr16;207948;207981;W;207936;1_mis;85;158;459;116;523;210;151;607;84;TATA-less;TAF1-enriched
YPL180W;TCO89;1036;mRNA;chr16;205249;205237;W;205244;1_mis;24;52;119;124;119;66;98;123;53;TATA-less;TAF1-depleted
YPL181W;CTI6;977;mRNA;chr16;203288;203230;W;203283;1_mis;27;59;227;58;180;101;96;190;66;TATA-less;TAF1-depleted
YPL183C;RTT10;908;mRNA;chr16;202602;202561;C;202633;2_mis;52;57;474;217;483;200;162;574;54;TATA-less;TAF1-enriched
YPL183W-A;RTC6;948;mRNA;chr16;198999;199019;W;198973;2_mis;32;73;264;119;375;161;142;410;53;TATA-less;TAF1-enriched
YPL186C;UIP4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL187W;MF(ALPHA)1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL188W;POS5;923;mRNA;chr16;191349;191365;W;191319;1_mis;26;12;149;82;178;52;34;177;17;TATA-less;TAF1-enriched
YPL190C;NAB3;968;mRNA;chr16;187841;187833;C;187867;1_mis;79;71;420;360;526;181;117;521;71;TATA-less;TAF1-enriched
YPL193W;RSA1;978;mRNA;chr16;181331;181357;W;181345;1_mis;10;43;134;59;160;68;43;194;38;TATA-less;TAF1-enriched
YPL194W;DDC1;924;mRNA;chr16;179185;179005;W;179154;2_mis;16;23;67;68;162;52;104;157;65;TATA-less;TAF1-enriched
YPL195W;APL5;939;mRNA;chr16;176177;176133;W;176143;2_mis;33;46;174;210;211;72;147;227;48;TATA-less;TAF1-enriched
YPL196W;OXR1;935;mRNA;chr16;174979;174989;W;174944;0_mis;24;68;191;122;356;111;261;213;100;TATA-containing;TAF1-enriched
YPL198W;RPL7B;922;mRNA;chr16;173083;173101;W;173043;0_mis;455;677;7865;1990;5035;1585;1283;5601;458;TATA-containing;TAF1-enriched
YPL199C;YPL199C;883;mRNA;chr16;172801;172793;C;172878;1_mis;41;84;271;359;366;119;124;347;42;TATA-less;TAF1-enriched
YPL200W;CSM4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL201C;YIG1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YPL202C;AFT2;953;mRNA;chr16;169433;169449;C;169428;1_mis;23;48;169;143;220;105;54;267;44;TATA-less;TAF1-enriched
YPL203W;TPK2;924;mRNA;chr16;166054;166085;W;166024;2_mis;21;84;158;86;221;104;82;183;66;TATA-less;TAF1-enriched
